852	127	162
853	70	79
854	83	215
855	43	210
856	12	227
857	140	240
858	147	14
859	16	2
860	97	17
861	19	32
862	8	218
863	9	112
864	70	62
865	110	163
866	114	49
867	92	54
868	137	167
869	143	88
870	83	36
871	148	194
872	30	181
873	53	92
874	135	157
875	149	44
876	7	22
877	17	53
878	86	11
879	100	209
880	69	94
881	117	224
882	41	70
883	77	128
884	30	79
885	19	211
886	90	181
887	85	92
888	56	168
889	97	23
890	45	179
891	46	229
892	96	61
893	149	165
894	50	56
895	60	148
896	2	201
897	144	152
898	94	98
899	88	44
900	7	239
901	51	31
902	117	24
903	84	64
904	129	210
905	0	4
906	121	193
907	9	86
908	104	235
909	130	194
910	91	163
911	29	188
912	12	136
913	18	136
914	4	196
915	87	114
916	142	170
917	58	64
918	79	174
919	125	33
920	37	220
921	59	22
922	137	159
923	27	97
924	114	185
925	130	138
926	102	51
927	24	12
928	74	183
929	17	29
930	76	120
931	52	63
932	147	233
933	100	85
934	111	32
935	66	24
936	5	235
937	146	147
938	17	204
939	87	55
940	119	210
941	81	111
942	129	210
943	55	30
944	122	93
945	58	109
946	10	147
947	141	219
948	47	73
949	139	20
950	5	232
951	23	228
952	132	63
953	72	57
954	115	92
955	18	5
956	108	26
957	95	101
958	99	150
959	36	62
960	147	141
961	126	111
962	122	174
963	109	180
964	2	169
965	35	246
966	8	97
967	50	37
968	5	129
969	0	192
970	140	160
971	149	238
972	65	229
973	6	120
974	58	230
975	130	25
976	137	218
977	53	243
978	98	9
979	46	144
980	36	24
981	11	89
982	67	220
983	91	206
984	73	127
985	109	152
986	113	180
987	44	134
988	121	171
989	108	172
990	40	98
991	106	181
992	65	23
993	94	186
994	66	151
995	118	110
996	88	115
997	46	217
998	66	247
999	79	164
1000	85	25
